tname,tnameLastToken,attname,attNameLastToken,attNameFirstToken
archery at the Summer Paralympics,Paralympics,silver,silver,silver
archery at the Summer Paralympics,Paralympics,total,total,total
Are You Afraid of the Dark? episodes,episodes,director,director,director
Are You Afraid of the Dark? episodes,episodes,no,no,no
Are You Afraid of the Dark? episodes,episodes,storyteller,storyteller,storyteller
Are You Afraid of the Dark? episodes,episodes,title,title,title
Are You Afraid of the Dark? episodes,episodes,us air date,date,us
Are You Afraid of the Dark? episodes,episodes,villains,villains,villains
Are You Afraid of the Dark? episodes,episodes,writer,writer,writer
Ã–rebro SK,SK,aggregate,aggregate,aggregate
Ã–rebro SK,SK,away leg,leg,away
Ã–rebro SK,SK,home leg,leg,home
Ã–rebro SK,SK,opponents,opponents,opponents
Ã–rebro SK,SK,round,round,round
Ã–rebro SK,SK,season,season,season
Argentine Grand Prix,Prix,constructor,constructor,constructor
Argentine Grand Prix,Prix,driver,driver,driver
Argentine Grand Prix,Prix,location,location,location
Argentine Grand Prix,Prix,report,report,report
Argentine Grand Prix,Prix,year,year,year
Argentine Primera DivisiÃ³n,DivisiÃ³n,points average,average,points
Argentine Primera DivisiÃ³n,DivisiÃ³n,seasons,seasons,seasons
Argentine Primera DivisiÃ³n,DivisiÃ³n,team,team,team
Argentine Primera DivisiÃ³n,DivisiÃ³n,total points,points,total
Argentine Primera DivisiÃ³n,DivisiÃ³n,average,average,average
Argentine Primera DivisiÃ³n,DivisiÃ³n,played,played,played
Argentine Primera DivisiÃ³n,DivisiÃ³n,points,points,points
Argentine Primera DivisiÃ³n,DivisiÃ³n,total pld,pld,total
Argentine Primera DivisiÃ³n,DivisiÃ³n,total pts,pts,total
Argumental episodes,episodes,episode,episode,episode
Argumental episodes,episodes,first broadcast,broadcast,first
Argumental episodes,episodes,marcus guest,guest,marcus
Argumental episodes,episodes,rufus guest,guest,rufus
Argumental episodes,episodes,winner,winner,winner
Arizona Cardinals season,season,attendance,attendance,attendance
Arizona Cardinals season,season,date,date,date
Arizona Cardinals season,season,opponent,opponent,opponent
Arizona Cardinals season,season,result,result,result
Arizona Cardinals season,season,week,week,week
Arizona Cardinals season,season,pick,pick,pick
Arizona Cardinals season,season,player,player,player
Arizona Cardinals season,season,position,position,position
Arizona Cardinals season,season,round,round,round
Arizona Cardinals season,season,school / club team,team,school
Arizona Cardinals season,season,game site,site,game
Arizona Cardinals season,season,nfl recap,recap,nfl
Arizona Cardinals season,season,record,record,record
Arizona Cardinals season,season,time,time,time
Arizona Diamondbacks season,season,attendance,attendance,attendance
Arizona Diamondbacks season,season,date,date,date
Arizona Diamondbacks season,season,loss,loss,loss
Arizona Diamondbacks season,season,opponent,opponent,opponent
Arizona Diamondbacks season,season,record,record,record
Arizona Diamondbacks season,season,score,score,score
Arizona State Sun Devils football team,team,date,date,date
Arizona State Sun Devils football team,team,game,game,game
Arizona State Sun Devils football team,team,opponent,opponent,opponent
Arizona State Sun Devils football team,team,opponents,opponents,opponents
Arizona State Sun Devils football team,team,record,record,record
Arizona State Sun Devils football team,team,result,result,result
Arizona State Sun Devils football team,team,sun devils points,points,sun
Arizona State Sun Devils women's basketball team,team,date,date,date
Arizona State Sun Devils women's basketball team,team,location,location,location
Arizona State Sun Devils women's basketball team,team,opp points,points,opp
Arizona State Sun Devils women's basketball team,team,opponent,opponent,opponent
Arizona State Sun Devils women's basketball team,team,record,record,record
Arizona State Sun Devils women's basketball team,team,sun devils points,points,sun
Arizona Wildcats men's basketball,basketball,arena,arena,arena
Arizona Wildcats men's basketball,basketball,champion,champion,champion
Arizona Wildcats men's basketball,basketball,city,city,city
Arizona Wildcats men's basketball,basketball,runner - up,up,runner
Arizona Wildcats men's basketball,basketball,score,score,score
Arizona Wildcats men's basketball,basketball,tournament mvp,mvp,tournament
Arizona Wildcats men's basketball,basketball,year,year,year
Arkansas Razorbacks football team,team,avg / g,g,avg
Arkansas Razorbacks football team,team,gain,gain,gain
Arkansas Razorbacks football team,team,gp - gs,gs,gp
Arkansas Razorbacks football team,team,long,long,long
Arkansas Razorbacks football team,team,loss,loss,loss
Arkansas Razorbacks football team,team,name,name,name
Arkansas RimRockers,RimRockers,finish,finish,finish
Arkansas RimRockers,RimRockers,league,league,league
Arkansas RimRockers,RimRockers,losses,losses,losses
Arkansas RimRockers,RimRockers,pct,pct,pct
Arkansas RimRockers,RimRockers,season,season,season
Arkansas RimRockers,RimRockers,wins,wins,wins
Armenian Cup,Cup,agg,agg,agg
Armenian Cup,Cup,team 2,2,team
Armenian Cup,Cup,team 1,1,team
Army Cadets football team,team,black knights points,points,black
Army Cadets football team,team,date,date,date
Army Cadets football team,team,game,game,game
Army Cadets football team,team,opponent,opponent,opponent
Army Cadets football team,team,opponents,opponents,opponents
Army Cadets football team,team,record,record,record
Army Cadets football team,team,result,result,result
Army Wives episodes,episodes,directed by,by,directed
Army Wives episodes,episodes,no in series,series,no
Army Wives episodes,episodes,no in season,season,no
Army Wives episodes,episodes,original air date,date,original
Army Wives episodes,episodes,title,title,title
Army Wives episodes,episodes,us viewers,viewers,us
Army Wives episodes,episodes,written by,by,written
Arsenal F.C. season,season,ends,ends,ends
Arsenal F.C. season,season,goals,goals,goals
Arsenal F.C. season,season,name,name,name
Arsenal F.C. season,season,nat,nat,nat
Arsenal F.C. season,season,since,since,since
Arsenal F.C. season,season,transfer fee,fee,transfer
art competitions at the Summer Olympics,Olympics,bronze,bronze,bronze
art competitions at the Summer Olympics,Olympics,gold,gold,gold
art competitions at the Summer Olympics,Olympics,nation,nation,nation
art competitions at the Summer Olympics,Olympics,rank,rank,rank
art competitions at the Summer Olympics,Olympics,silver,silver,silver
art competitions at the Summer Olympics,Olympics,total,total,total
artificial radiation belts,belts,altitude,altitude,altitude
artificial radiation belts,belts,date,date,date
artificial radiation belts,belts,explosion,explosion,explosion
artificial radiation belts,belts,location,location,location
artificial radiation belts,belts,nation of origin,origin,nation
artificial radiation belts,belts,yield,yield,yield
artistic gymnastics at the Summer Olympics,Olympics,bronze,bronze,bronze
artistic gymnastics at the Summer Olympics,Olympics,gold,gold,gold
artistic gymnastics at the Summer Olympics,Olympics,nation,nation,nation
artistic gymnastics at the Summer Olympics,Olympics,rank,rank,rank
artistic gymnastics at the Summer Olympics,Olympics,silver,silver,silver
artistic gymnastics at the Summer Olympics,Olympics,total,total,total
ASEAN Club Championship,Championship,nation,nation,nation
ASEAN Club Championship,Championship,runners - up,up,runners
ASEAN Club Championship,Championship,winners,winners,winners
Ashes series,series,average,average,average
Ashes series,series,best bowling,bowling,best
Ashes series,series,matches,matches,matches
Ashes series,series,player,player,player
Ashes series,series,team,team,team
Ashes series,series,wickets,wickets,wickets
Asian Judo Championships,Championships,bronze,bronze,bronze
Asian Judo Championships,Championships,gold,gold,gold
Asian Judo Championships,Championships,nation,nation,nation
Asian Judo Championships,Championships,rank,rank,rank
Asian Judo Championships,Championships,silver,silver,silver
Asian Judo Championships,Championships,total,total,total
Asian Junior Volleyball Championship,Championship,bronze,bronze,bronze
Asian Junior Volleyball Championship,Championship,gold,gold,gold
Asian Junior Volleyball Championship,Championship,rank,rank,rank
Asian Junior Volleyball Championship,Championship,silver,silver,silver
Asian Junior Volleyball Championship,Championship,total,total,total
Asian Men's Volleyball Championship,Championship,date,date,date
Asian Men's Volleyball Championship,Championship,score,score,score
Asian Men's Volleyball Championship,Championship,set 2,2,set
Asian Men's Volleyball Championship,Championship,set 3,3,set
Asian Men's Volleyball Championship,Championship,set 1,1,set
Asian Men's Volleyball Championship,Championship,time,time,time
Asian Men's Volleyball Championship,Championship,total,total,total
ASP World Tour,Tour,country,country,country
ASP World Tour,Tour,date,date,date
ASP World Tour,Tour,event,event,event
ASP World Tour,Tour,location,location,location
ASP World Tour,Tour,runner - up,up,runner
ASP World Tour,Tour,winner,winner,winner
Assen Superbike World Championship round,round,bike,bike,bike
Assen Superbike World Championship round,round,grid,grid,grid
Assen Superbike World Championship round,round,laps,laps,laps
Assen Superbike World Championship round,round,rider,rider,rider
Assen Superbike World Championship round,round,time,time,time
athletics at the All-Africa Games,Games,bronze,bronze,bronze
athletics at the All-Africa Games,Games,gold,gold,gold
athletics at the All-Africa Games,Games,nation,nation,nation
athletics at the All-Africa Games,Games,rank,rank,rank
athletics at the All-Africa Games,Games,silver,silver,silver
athletics at the All-Africa Games,Games,total,total,total
athletics at the Central American and Caribbean Games,Games,bronze,bronze,bronze
athletics at the Central American and Caribbean Games,Games,gold,gold,gold
athletics at the Central American and Caribbean Games,Games,nation,nation,nation
athletics at the Central American and Caribbean Games,Games,rank,rank,rank
athletics at the Central American and Caribbean Games,Games,silver,silver,silver
athletics at the Central American and Caribbean Games,Games,total,total,total
athletics at the Commonwealth Games,Games,bronze,bronze,bronze
athletics at the Commonwealth Games,Games,gold,gold,gold
athletics at the Commonwealth Games,Games,nation,nation,nation
athletics at the Commonwealth Games,Games,rank,rank,rank
athletics at the Commonwealth Games,Games,silver,silver,silver
athletics at the Commonwealth Games,Games,total,total,total
athletics at the Southeast Asian Games,Games,bronze,bronze,bronze
athletics at the Southeast Asian Games,Games,gold,gold,gold
athletics at the Southeast Asian Games,Games,nation,nation,nation
athletics at the Southeast Asian Games,Games,rank,rank,rank
athletics at the Southeast Asian Games,Games,silver,silver,silver
athletics at the Southeast Asian Games,Games,total,total,total
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,athlete,athlete,athlete
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,lane,lane,lane
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,nationality,nationality,nationality
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,notes,notes,notes
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,rank,rank,rank
athletics at the Summer Olympics - men's 110 metres hurdles,hurdles,time,time,time
athletics at the Summer Olympics - men's 200 metres,metres,athlete,athlete,athlete
